,locus_tag,species,cluster_rep,fold
XP_447659.1,CAGL0I09482g,c_gla,XP_447659.1,4
XP_447660.1,CAGL0I09504g,c_gla,XP_447660.1,4
XP_447662.1,CAGL0I09548g,c_gla,XP_447662.1,3
XP_447663.1,CAGL0I09570g,c_gla,n_dai:XP_003671895.1,0
XP_447664.1,CAGL0I09592g,c_gla,c_gla:XP_447664.1,1
XP_447665.1,CAGL0I09614g,c_gla,s_cer:NP_014948.1,0
XP_447669.1,CAGL0I09702g,c_gla,XP_447669.1,4
XP_447670.1,CAGL0I09724g,c_gla,XP_447670.1,1
XP_447671.1,CAGL0I09746g,c_gla,XP_447671.1,1
XP_447673.1,CAGL0I09790g,c_gla,k_nag:XP_022466393.1,3
XP_447674.1,CAGL0I09812g,c_gla,c_gla:XP_447674.1,4
XP_447677.1,CAGL0I09878g,c_gla,n_dai:XP_003670107.1,4
XP_447678.1,CAGL0I09900g,c_gla,XP_447678.1,0
XP_447679.1,CAGL0I09922g,c_gla,XP_447679.1,1
XP_447683.1,CAGL0I10054g,c_gla,XP_447683.1,4
XP_447687.1,CAGL0I10296g,c_gla,XP_447687.1,4
XP_447691.1,CAGL0I10384g,c_gla,k_afr:XP_003956331.1,4
XP_447692.1,CAGL0I10406g,c_gla,n_cas:XP_003676507.1,0
XP_447694.1,CAGL0I10450g,c_gla,XP_447694.1,2
XP_447695.1,CAGL0I10472g,c_gla,c_dub:XP_002419283.1,3
XP_447696.1,CAGL0I10494g,c_gla,XP_447696.1,4
XP_447699.1,CAGL0I10560g,c_gla,XP_447699.1,1
XP_447700.1,CAGL0I10582g,c_gla,XP_447700.1,2
XP_447701.1,CAGL0I10604g,c_gla,XP_447701.1,4
XP_447702.1,CAGL0I10626g,c_gla,XP_447702.1,4
XP_447703.1,CAGL0I10648g,c_gla,n_dai:XP_003668857.1,4
XP_447704.1,CAGL0I10670g,c_gla,XP_447704.1,2
XP_447707.1,CAGL0I10747g,c_gla,z_rou:XP_002495143.1,4
XP_447708.1,CAGL0I10769g,c_gla,XP_447708.1,1
XP_447709.1,CAGL0I10791g,c_gla,k_mar:XP_022675310.1,3
XP_447710.1,CAGL0I10813g,c_gla,XP_447710.1,0
XP_447711.1,CAGL0I10835g,c_gla,c_dub:XP_002419843.1,0
XP_447714.1,CAGL0I10923g,c_gla,e_gos:NP_986897.1,3
XP_447715.1,CAGL0I10945g,c_gla,XP_447715.1,1
XP_447716.1,CAGL0I10967g,c_gla,XP_447716.1,3
XP_447717.1,CAGL0I10989g,c_gla,XP_447717.1,2
XP_447719.1,CAGL0J00165g,c_gla,s_cer:NP_011541.1,1
XP_447720.1,CAGL0J00187g,c_gla,XP_447720.1,1
XP_447721.1,CAGL0J00209g,c_gla,k_nag:XP_022464377.1,0
XP_447723.1,CAGL0J00275g,c_gla,k_nag:XP_022463166.1,2
XP_447724.1,CAGL0J00297g,c_gla,XP_447724.1,4
XP_447725.1,CAGL0J00319g,c_gla,n_dai:XP_003669726.1,4
XP_447726.1,CAGL0J00341g,c_gla,XP_447726.1,1
XP_447727.1,CAGL0J00363g,c_gla,c_gla:XP_447727.1,3
XP_447728.1,CAGL0J00385g,c_gla,c_gla:XP_447728.1,0
XP_447729.1,CAGL0J00407g,c_gla,k_lac:XP_453489.1,4
XP_447730.1,CAGL0J00429g,c_gla,s_cer:NP_011918.1,1
XP_447731.1,CAGL0J00451g,c_gla,k_nag:XP_022465390.1,3
XP_447732.1,CAGL0J00473g,c_gla,XP_447732.1,2
XP_447733.1,CAGL0J00495g,c_gla,XP_447733.1,2
XP_447734.1,CAGL0J00517g,c_gla,XP_447734.1,4
XP_447735.1,CAGL0J00539g,c_gla,z_rou:XP_002498679.1,2
XP_447736.1,CAGL0J00561g,c_gla,XP_447736.1,0
XP_447737.1,CAGL0J00583g,c_gla,XP_447737.1,3
XP_447738.1,CAGL0J00605g,c_gla,z_rou:XP_002498677.1,1
XP_447739.1,CAGL0J00627g,c_gla,k_afr:XP_003957467.1,3
XP_447740.1,CAGL0J00649g,c_gla,e_gos:NP_983472.2,4
XP_447741.1,CAGL0J00671g,c_gla,s_cer:NP_011889.1,0
XP_447742.1,CAGL0J00693g,c_gla,XP_447742.1,4
XP_447744.1,CAGL0J00737g,c_gla,n_dai:XP_003669742.1,4
XP_447745.1,CAGL0J00759g,c_gla,XP_447745.1,0
XP_447747.1,CAGL0J00803g,c_gla,XP_447747.1,3
XP_447749.1,CAGL0J00847g,c_gla,c_alb:XP_715528.1,4
XP_447750.1,CAGL0J00869g,c_gla,k_afr:XP_003958897.1,0
XP_447751.1,CAGL0J00891g,c_gla,XP_447751.1,2
XP_447753.1,CAGL0J00935g,c_gla,c_gla:XP_447753.1,2
XP_447754.1,CAGL0J00957g,c_gla,k_mar:XP_022678136.1,4
XP_447755.1,CAGL0J01001g,c_gla,XP_447755.1,3
XP_447756.1,CAGL0J01023g,c_gla,XP_447756.1,4
XP_447757.1,CAGL0J01045g,c_gla,k_afr:XP_003957453.1,4
XP_447758.2,CAGL0J01067g,c_gla,XP_447758.2,2
XP_447759.1,CAGL0J01089g,c_gla,e_cym:XP_003648357.1,0
XP_447760.1,CAGL0J01111g,c_gla,XP_447760.1,0
XP_447761.1,CAGL0J01155g,c_gla,XP_447761.1,2
XP_447762.1,CAGL0J01177g,c_gla,XP_447762.1,3
XP_447764.1,CAGL0J01221g,c_gla,XP_447764.1,3
XP_447766.1,CAGL0J01265g,c_gla,k_lac:XP_455700.1,4
XP_447767.1,CAGL0J01287g,c_gla,XP_447767.1,0
XP_447769.1,CAGL0J01331g,c_gla,XP_447769.1,2
XP_447770.1,CAGL0J01353g,c_gla,s_cer:NP_013807.1,3
XP_447771.1,CAGL0J01375g,c_gla,XP_447771.1,1
XP_447772.1,CAGL0J01397g,c_gla,XP_447772.1,2
XP_447774.1,CAGL0J01441g,c_gla,e_gos:NP_982914.1,2
XP_447775.1,CAGL0J01463g,c_gla,XP_447775.1,4
XP_447776.1,CAGL0J01485g,c_gla,XP_447776.1,2
XP_447777.1,CAGL0J01507g,c_gla,XP_447777.1,2
XP_447781.1,CAGL0J01661g,c_gla,k_mar:XP_022674783.1,2
XP_002999566.1,CAGL0J01699g,c_gla,XP_002999566.1,0
XP_447785.1,CAGL0J01848g,c_gla,c_alb:XP_720354.1,1
XP_447786.1,CAGL0J01870g,c_gla,XP_447786.1,2
XP_447787.1,CAGL0J01892g,c_gla,XP_447787.1,1
XP_447788.1,CAGL0J01914g,c_gla,XP_447788.1,1
XP_447789.1,CAGL0J01936g,c_gla,n_dai:XP_003667682.1,0
XP_447791.1,CAGL0J01980g,c_gla,XP_447791.1,3
XP_447792.1,CAGL0J02002g,c_gla,XP_447792.1,3
XP_447796.1,CAGL0J02090g,c_gla,XP_447796.1,4
XP_447797.1,CAGL0J02112g,c_gla,k_mar:XP_022676856.1,0
XP_447798.1,CAGL0J02134g,c_gla,XP_447798.1,0
XP_447799.1,CAGL0J02156g,c_gla,XP_447799.1,0
XP_447801.1,CAGL0J02222g,c_gla,XP_447801.1,1
XP_447802.1,CAGL0J02244g,c_gla,XP_447802.1,1
XP_447803.1,CAGL0J02266g,c_gla,n_cas:XP_003678087.1,2
XP_447806.1,CAGL0J02332g,c_gla,XP_447806.1,3
XP_447807.1,CAGL0J02354g,c_gla,e_cym:XP_003646260.1,3
XP_447808.1,CAGL0J02376g,c_gla,XP_447808.1,2
XP_447809.1,CAGL0J02398g,c_gla,c_gla:XP_447809.1,2
XP_447810.1,CAGL0J02420g,c_gla,s_cer:NP_012243.3,2
XP_447811.1,CAGL0J02442g,c_gla,k_afr:XP_003954835.1,4
XP_447813.1,CAGL0J02486g,c_gla,XP_447813.1,3
XP_447819.1,CAGL0J02640g,c_gla,XP_447819.1,0
XP_447820.1,CAGL0J02662g,c_gla,XP_447820.1,2
XP_447821.1,CAGL0J02684g,c_gla,e_gos:NP_983996.1,2
XP_447823.1,CAGL0J02728g,c_gla,XP_447823.1,0
XP_447824.1,CAGL0J02750g,c_gla,s_cer:NP_010967.3,0
XP_447825.1,CAGL0J02794g,c_gla,XP_447825.1,1
XP_447826.1,CAGL0J02816g,c_gla,XP_447826.1,4
XP_447827.1,CAGL0J02838g,c_gla,XP_447827.1,1
XP_447829.1,CAGL0J02882g,c_gla,n_dai:XP_003670530.1,2
XP_447830.1,CAGL0J02904g,c_gla,XP_447830.1,2
XP_447832.1,CAGL0J02948g,c_gla,c_gla:XP_447832.1,2
XP_447833.1,CAGL0J02970g,c_gla,XP_447833.1,4
XP_447834.1,CAGL0J02992g,c_gla,XP_447834.1,2
XP_447837.2,CAGL0J03058g,c_gla,k_afr:XP_003959837.1,1
XP_447838.1,CAGL0J03080g,c_gla,c_gla:XP_447838.1,0
XP_447839.1,CAGL0J03102g,c_gla,XP_447839.1,1
XP_447840.1,CAGL0J03124g,c_gla,n_dai:XP_003670547.1,2
XP_447841.1,CAGL0J03146g,c_gla,k_lac:XP_452551.1,0
XP_447842.1,CAGL0J03168g,c_gla,XP_447842.1,2
XP_447844.1,CAGL0J03212g,c_gla,e_gos:NP_983360.1,1
XP_447845.1,CAGL0J03234g,c_gla,n_dai:XP_003667643.1,0
XP_002999570.1,CAGL0J03245g,c_gla,s_cer:NP_219496.2,1
XP_447846.1,CAGL0J03256g,c_gla,XP_447846.1,1
XP_447848.1,CAGL0J03300g,c_gla,XP_447848.1,3
XP_447849.1,CAGL0J03322g,c_gla,XP_447849.1,0
XP_447850.1,CAGL0J03344g,c_gla,n_cas:XP_003676777.1,1
XP_447851.1,CAGL0J03366g,c_gla,XP_447851.1,0
XP_447852.1,CAGL0J03388g,c_gla,XP_447852.1,2
XP_447854.1,CAGL0J03454g,c_gla,z_rou:XP_002494455.1,0
XP_447855.1,CAGL0J03476g,c_gla,k_nag:XP_022466313.1,2
XP_447858.1,CAGL0J03542g,c_gla,XP_447858.1,3
XP_447860.1,CAGL0J03586g,c_gla,XP_447860.1,3
XP_447861.1,CAGL0J03608g,c_gla,XP_447861.1,1
XP_447862.1,CAGL0J03630g,c_gla,XP_447862.1,3
XP_447863.1,CAGL0J03652g,c_gla,n_cas:XP_003674586.1,4
XP_447864.1,CAGL0J03674g,c_gla,XP_447864.1,3
XP_447865.1,CAGL0J03696g,c_gla,k_nag:XP_022465558.1,2
XP_447866.1,CAGL0J03718g,c_gla,XP_447866.1,3
XP_447868.1,CAGL0J03762g,c_gla,XP_447868.1,1
XP_447869.1,CAGL0J03780g,c_gla,XP_447869.1,0
XP_447870.1,CAGL0J03806g,c_gla,XP_447870.1,1
XP_447871.1,CAGL0J03828g,c_gla,XP_447871.1,0
XP_447872.1,CAGL0J03850g,c_gla,k_mar:XP_022675096.1,0
XP_447873.1,CAGL0J03872g,c_gla,XP_447873.1,4
XP_447874.1,CAGL0J03894g,c_gla,XP_447874.1,3
XP_447875.1,CAGL0J03916g,c_gla,XP_447875.1,4
XP_447876.1,CAGL0J03938g,c_gla,XP_447876.1,0
XP_447877.1,CAGL0J03960g,c_gla,XP_447877.1,1
XP_447880.1,CAGL0J04026g,c_gla,XP_447880.1,0
XP_447881.1,CAGL0J04048g,c_gla,n_cas:XP_003674599.1,3
XP_447882.1,CAGL0J04070g,c_gla,k_afr:XP_003958355.1,1
XP_447883.1,CAGL0J04092g,c_gla,XP_447883.1,1
XP_447884.1,CAGL0J04114g,c_gla,XP_447884.1,3
XP_447885.1,CAGL0J04136g,c_gla,XP_447885.1,1
XP_447886.1,CAGL0J04158g,c_gla,XP_447886.1,1
XP_447887.1,CAGL0J04180g,c_gla,XP_447887.1,0
XP_447888.1,CAGL0J04202g,c_gla,XP_447888.1,0
XP_447889.1,CAGL0J04224g,c_gla,XP_447889.1,1
XP_447890.1,CAGL0J04246g,c_gla,XP_447890.1,1
XP_447891.1,CAGL0J04268g,c_gla,n_dai:XP_003668567.1,2
XP_447892.1,CAGL0J04290g,c_gla,k_afr:XP_003956412.1,4
XP_447893.1,CAGL0J04312g,c_gla,XP_447893.1,4
XP_447894.1,CAGL0J04334g,c_gla,XP_447894.1,2
XP_447895.1,CAGL0J04356g,c_gla,XP_447895.1,4
XP_447896.1,CAGL0J04378g,c_gla,XP_447896.1,2
XP_447897.1,CAGL0J04400g,c_gla,c_gla:XP_447897.1,4
XP_447898.1,CAGL0J04422g,c_gla,n_dai:XP_003668574.1,4
XP_447899.1,CAGL0J04444g,c_gla,c_tro:XP_002545935.1,3
XP_447900.1,CAGL0J04466g,c_gla,XP_447900.1,1
XP_447901.1,CAGL0J04488g,c_gla,XP_447901.1,4
XP_447902.1,CAGL0J04510g,c_gla,XP_447902.1,2
XP_447903.1,CAGL0J04532g,c_gla,XP_447903.1,0
XP_447904.1,CAGL0J04554g,c_gla,XP_447904.1,3
XP_447905.1,CAGL0J04576g,c_gla,XP_447905.1,1
XP_447906.1,CAGL0J04598g,c_gla,n_dai:XP_003672396.1,2
XP_447907.1,CAGL0J04620g,c_gla,XP_447907.1,0
XP_447908.1,CAGL0J04642g,c_gla,XP_447908.1,0
XP_447909.1,CAGL0J04664g,c_gla,XP_447909.1,1
XP_447910.1,CAGL0J04686g,c_gla,XP_447910.1,2
XP_447912.1,CAGL0J04752g,c_gla,XP_447912.1,2
XP_447913.1,CAGL0J04774g,c_gla,XP_447913.1,0
XP_447914.1,CAGL0J04796g,c_gla,XP_447914.1,3
XP_447915.1,CAGL0J04818g,c_gla,XP_447915.1,2
XP_447916.1,CAGL0J04840g,c_gla,XP_447916.1,2
XP_447920.1,CAGL0J04928g,c_gla,n_dai:XP_003980244.1,3
XP_447923.1,CAGL0J04994g,c_gla,XP_447923.1,0
XP_447924.1,CAGL0J05016g,c_gla,XP_447924.1,0
XP_447925.1,CAGL0J05038g,c_gla,XP_447925.1,0
XP_447928.1,CAGL0J05104g,c_gla,XP_447928.1,3
XP_447929.1,CAGL0J05126g,c_gla,c_gla:XP_447929.1,0
XP_447932.1,CAGL0J05236g,c_gla,XP_447932.1,0
XP_447933.1,CAGL0J05258g,c_gla,XP_447933.1,2
XP_447936.1,CAGL0J05324g,c_gla,XP_447936.1,0
XP_447937.1,CAGL0J05346g,c_gla,XP_447937.1,4
XP_447938.1,CAGL0J05368g,c_gla,XP_447938.1,4
XP_447940.1,CAGL0J05412g,c_gla,e_gos:NP_985506.2,0
XP_447941.1,CAGL0J05434g,c_gla,XP_447941.1,3
XP_447943.1,CAGL0J05478g,c_gla,s_cer:NP_014318.3,0
XP_447944.1,CAGL0J05500g,c_gla,XP_447944.1,3
XP_447945.1,CAGL0J05522g,c_gla,XP_447945.1,1
XP_447946.1,CAGL0J05544g,c_gla,XP_447946.1,4
XP_447947.1,CAGL0J05566g,c_gla,XP_447947.1,2
XP_447949.1,CAGL0J05610g,c_gla,k_nag:XP_022467279.1,2
XP_447950.1,CAGL0J05632g,c_gla,s_cer:NP_014309.3,0
XP_447952.1,CAGL0J05676g,c_gla,XP_447952.1,0
XP_447953.1,CAGL0J05698g,c_gla,XP_447953.1,0
XP_447956.1,CAGL0J05764g,c_gla,XP_447956.1,2
XP_447957.1,CAGL0J05786g,c_gla,n_dai:XP_003670869.1,3
XP_447960.1,CAGL0J05852g,c_gla,XP_447960.1,2
XP_447964.1,CAGL0J05940g,c_gla,XP_447964.1,2
XP_447965.1,CAGL0J05962g,c_gla,XP_447965.1,4
XP_447966.1,CAGL0J05984g,c_gla,n_dai:XP_003670878.1,1
XP_447967.1,CAGL0J06006g,c_gla,k_afr:XP_003955303.1,1
XP_447968.1,CAGL0J06028g,c_gla,n_dai:XP_003670879.1,4
XP_447969.1,CAGL0J06050g,c_gla,XP_447969.1,3
XP_447970.1,CAGL0J06072g,c_gla,k_lac:XP_453411.1,4
XP_447971.1,CAGL0J06094g,c_gla,n_cas:XP_003677444.1,0
XP_447972.1,CAGL0J06116g,c_gla,XP_447972.1,3
XP_447973.1,CAGL0J06138g,c_gla,XP_447973.1,1
XP_447976.1,CAGL0J06204g,c_gla,XP_447976.1,3
XP_447977.1,CAGL0J06226g,c_gla,XP_447977.1,4
XP_447980.1,CAGL0J06292g,c_gla,XP_447980.1,4
XP_447981.1,CAGL0J06314g,c_gla,k_mar:XP_022677553.1,1
XP_002999573.1,CAGL0J06374g,c_gla,s_cer:NP_010153.1,4
XP_447985.1,CAGL0J06402g,c_gla,k_afr:XP_003955550.1,2
XP_447986.1,CAGL0J06424g,c_gla,e_gos:NP_986093.1,2
XP_447987.1,CAGL0J06468g,c_gla,XP_447987.1,4
XP_447989.1,CAGL0J06512g,c_gla,XP_447989.1,4
XP_447992.1,CAGL0J06578g,c_gla,XP_447992.1,0
XP_447993.1,CAGL0J06600g,c_gla,n_dai:XP_003672482.1,3
XP_447995.1,CAGL0J06666g,c_gla,XP_447995.1,1
XP_447997.1,CAGL0J06710g,c_gla,c_gla:XP_447997.1,3
XP_447998.1,CAGL0J06732g,c_gla,XP_447998.1,1
XP_448000.1,CAGL0J06776g,c_gla,XP_448000.1,3
XP_448002.1,CAGL0J06820g,c_gla,XP_448002.1,4
XP_448003.1,CAGL0J06842g,c_gla,k_nag:XP_022465808.1,0
XP_448005.1,CAGL0J06886g,c_gla,XP_448005.1,0
XP_448006.1,CAGL0J06908g,c_gla,c_gla:XP_448898.1,3
XP_448007.1,CAGL0J06930g,c_gla,XP_448007.1,4
XP_448008.1,CAGL0J06952g,c_gla,c_gla:XP_448008.1,2
XP_448009.1,CAGL0J06974g,c_gla,n_cas:XP_003675532.1,4
XP_448010.1,CAGL0J06996g,c_gla,XP_448010.1,2
XP_448011.2,CAGL0J07018g,c_gla,XP_448011.2,0
XP_448012.1,CAGL0J07040g,c_gla,XP_448012.1,0
XP_448013.1,CAGL0J07062g,c_gla,XP_448013.1,0
XP_448014.1,CAGL0J07084g,c_gla,XP_448014.1,0
XP_448015.1,CAGL0J07106g,c_gla,XP_448015.1,2
XP_448016.1,CAGL0J07128g,c_gla,XP_448016.1,0
XP_448018.1,CAGL0J07172g,c_gla,k_afr:XP_003956622.1,3
XP_448020.1,CAGL0J07216g,c_gla,XP_448020.1,1
XP_448021.1,CAGL0J07238g,c_gla,k_mar:XP_022676483.1,2
XP_448022.1,CAGL0J07260g,c_gla,z_rou:XP_002495686.1,3
XP_448024.1,CAGL0J07304g,c_gla,XP_448024.1,4
XP_448025.1,CAGL0J07326g,c_gla,XP_448025.1,0
XP_448027.1,CAGL0J07370g,c_gla,XP_448027.1,2
XP_448028.1,CAGL0J07392g,c_gla,c_gla:XP_448028.1,3
XP_448030.1,CAGL0J07436g,c_gla,k_nag:XP_022464998.1,4
XP_448031.1,CAGL0J07458g,c_gla,XP_448031.1,1
XP_448034.1,CAGL0J07524g,c_gla,XP_448034.1,0
XP_448035.1,CAGL0J07546g,c_gla,XP_448035.1,1
XP_448036.1,CAGL0J07568g,c_gla,k_afr:XP_003955374.1,2
XP_448037.1,CAGL0J07590g,c_gla,XP_448037.1,4
XP_448038.1,CAGL0J07612g,c_gla,s_cer:NP_014158.1,2
XP_448040.1,CAGL0J07656g,c_gla,XP_448040.1,0
XP_448041.1,CAGL0J07678g,c_gla,c_alb:XP_710661.1,2
XP_448042.1,CAGL0J07700g,c_gla,XP_448042.1,4
XP_448043.1,CAGL0J07722g,c_gla,XP_448043.1,2
XP_448044.1,CAGL0J07744g,c_gla,XP_448044.1,4
XP_448045.1,CAGL0J07766g,c_gla,k_afr:XP_003957158.1,4
XP_448046.1,CAGL0J07788g,c_gla,XP_448046.1,0
XP_448047.1,CAGL0J07810g,c_gla,XP_448047.1,1
XP_448048.1,CAGL0J07832g,c_gla,XP_448048.1,4
XP_448051.1,CAGL0J07898g,c_gla,z_rou:XP_002497903.1,0
XP_448052.1,CAGL0J07920g,c_gla,XP_448052.1,2
XP_448053.1,CAGL0J07942g,c_gla,XP_448053.1,2
XP_002999574.1,CAGL0J07980g,c_gla,n_dai:XP_003670973.1,3
XP_448055.1,CAGL0J07986g,c_gla,XP_448055.1,2
XP_448056.1,CAGL0J08008g,c_gla,XP_448056.1,0
XP_448057.1,CAGL0J08030g,c_gla,XP_448057.1,1
XP_448058.1,CAGL0J08052g,c_gla,XP_448058.1,4
XP_448059.1,CAGL0J08074g,c_gla,XP_448059.1,1
XP_448060.1,CAGL0J08096g,c_gla,s_cer:NP_011562.1,2
XP_448061.1,CAGL0J08118g,c_gla,XP_448061.1,1
XP_448062.1,CAGL0J08140g,c_gla,XP_448062.1,3
XP_448063.1,CAGL0J08162g,c_gla,e_gos:NP_986215.2,2
XP_448064.1,CAGL0J08184g,c_gla,k_afr:XP_003956852.1,4
XP_448065.1,CAGL0J08206g,c_gla,XP_448065.1,4
XP_448066.1,CAGL0J08228g,c_gla,XP_448066.1,3
XP_448067.1,CAGL0J08250g,c_gla,XP_448067.1,1
XP_448068.1,CAGL0J08272g,c_gla,XP_448068.1,0
XP_448069.1,CAGL0J08294g,c_gla,n_cas:XP_003673006.1,1
XP_448070.1,CAGL0J08316g,c_gla,n_dai:XP_003670988.1,4
XP_448074.1,CAGL0J08393g,c_gla,XP_448074.1,4
XP_448075.1,CAGL0J08415g,c_gla,n_dai:XP_003670995.1,3
XP_448076.1,CAGL0J08437g,c_gla,XP_448076.1,4
XP_448077.1,CAGL0J08459g,c_gla,XP_448077.1,4
XP_448078.1,CAGL0J08481g,c_gla,XP_448078.1,1
XP_448079.1,CAGL0J08547g,c_gla,XP_448079.1,3
XP_448081.1,CAGL0J08591g,c_gla,XP_448081.1,2
XP_448082.1,CAGL0J08613g,c_gla,XP_448082.1,3
XP_448083.1,CAGL0J08635g,c_gla,k_lac:XP_452813.1,4
XP_448084.1,CAGL0J08657g,c_gla,XP_448084.1,1
XP_448085.1,CAGL0J08679g,c_gla,s_cer:NP_014734.2,2
XP_448087.1,CAGL0J08712g,c_gla,XP_448087.1,4
XP_448088.1,CAGL0J08734g,c_gla,XP_448088.1,4
XP_448089.1,CAGL0J08756g,c_gla,XP_448089.1,2
XP_448090.1,CAGL0J08778g,c_gla,k_lac:XP_452944.1,2
XP_448091.1,CAGL0J08800g,c_gla,XP_448091.1,2
XP_448092.1,CAGL0J08822g,c_gla,XP_448092.1,3
XP_448093.1,CAGL0J08844g,c_gla,XP_448093.1,2
XP_448095.1,CAGL0J08888g,c_gla,XP_448095.1,1
XP_448096.1,CAGL0J08910g,c_gla,XP_448096.1,0
XP_448097.1,CAGL0J08932g,c_gla,XP_448097.1,4
XP_448098.1,CAGL0J08954g,c_gla,k_afr:XP_003959878.1,3
XP_448099.1,CAGL0J08976g,c_gla,XP_448099.1,1
XP_448100.1,CAGL0J08998g,c_gla,XP_448100.1,2
XP_448101.1,CAGL0J09020g,c_gla,XP_448101.1,3
XP_448102.1,CAGL0J09042g,c_gla,XP_448102.1,4
XP_448103.1,CAGL0J09064g,c_gla,n_dai:XP_003667617.1,4
XP_448104.1,CAGL0J09086g,c_gla,k_lac:XP_455318.1,1
XP_448105.1,CAGL0J09108g,c_gla,XP_448105.1,1
XP_448107.1,CAGL0J09152g,c_gla,n_cas:XP_003674324.1,3
XP_448109.1,CAGL0J09196g,c_gla,XP_448109.1,1
XP_448110.1,CAGL0J09218g,c_gla,n_cas:XP_003674319.1,1
XP_448111.1,CAGL0J09240g,c_gla,k_afr:XP_003955550.1,2
XP_448114.1,CAGL0J09306g,c_gla,n_cas:XP_003676787.1,1
XP_448115.1,CAGL0J09328g,c_gla,XP_448115.1,0
XP_448116.1,CAGL0J09350g,c_gla,k_nag:XP_022462982.1,4
XP_448117.1,CAGL0J09372g,c_gla,s_cer:NP_010158.1,3
XP_448118.1,CAGL0J09394g,c_gla,XP_448118.1,2
XP_448119.1,CAGL0J09416g,c_gla,XP_448119.1,2
XP_448120.1,CAGL0J09460g,c_gla,XP_448120.1,4
XP_448121.1,CAGL0J09482g,c_gla,XP_448121.1,1
XP_448122.1,CAGL0J09504g,c_gla,XP_448122.1,0
XP_448123.1,CAGL0J09526g,c_gla,XP_448123.1,1
XP_448126.1,CAGL0J09592g,c_gla,XP_448126.1,4
XP_448127.1,CAGL0J09614g,c_gla,s_cer:NP_010073.2,4
XP_448128.1,CAGL0J09636g,c_gla,XP_448128.1,2
XP_448130.1,CAGL0J09680g,c_gla,n_cas:XP_003675615.1,2
XP_448133.1,CAGL0J09746g,c_gla,s_cer:NP_010080.1,2
XP_448134.1,CAGL0J09768g,c_gla,XP_448134.1,0
XP_448135.1,CAGL0J09790g,c_gla,k_nag:XP_022462182.1,1
XP_448136.1,CAGL0J09812g,c_gla,c_dub:XP_002422105.1,0
XP_448137.1,CAGL0J09834g,c_gla,XP_448137.1,3
XP_448138.1,CAGL0J09856g,c_gla,XP_448138.1,0
XP_448139.1,CAGL0J09878g,c_gla,XP_448139.1,3
XP_448140.1,CAGL0J09900g,c_gla,XP_448140.1,0
XP_448141.1,CAGL0J09922g,c_gla,XP_448141.1,0
XP_448142.1,CAGL0J09944g,c_gla,s_cer:NP_014334.3,4
XP_448143.1,CAGL0J09966g,c_gla,e_cym:XP_003645591.1,4
XP_448144.1,CAGL0J09988g,c_gla,XP_448144.1,1
XP_448145.1,CAGL0J10010g,c_gla,XP_448145.1,0
XP_448146.1,CAGL0J10032g,c_gla,c_alb:XP_717364.2,1
XP_448147.1,CAGL0J10054g,c_gla,XP_448147.1,3
XP_448149.1,CAGL0J10098g,c_gla,k_mar:XP_022678220.1,1
XP_448150.1,CAGL0J10120g,c_gla,XP_448150.1,3
XP_448152.1,CAGL0J10164g,c_gla,e_gos:NP_985223.1,1
XP_448153.1,CAGL0J10179g,c_gla,e_cym:XP_003646964.1,2
XP_448154.1,CAGL0J10186g,c_gla,c_gla:XP_448154.1,2
XP_448155.1,CAGL0J10208g,c_gla,XP_448155.1,4
XP_448156.1,CAGL0J10230g,c_gla,XP_448156.1,4
XP_448157.1,CAGL0J10252g,c_gla,s_cer:NP_014324.3,3
XP_448158.1,CAGL0J10274g,c_gla,XP_448158.1,4
XP_448159.1,CAGL0J10296g,c_gla,XP_448159.1,1
XP_448161.1,CAGL0J10340g,c_gla,s_cer:NP_011415.1,2
XP_448162.1,CAGL0J10362g,c_gla,XP_448162.1,3
XP_448163.1,CAGL0J10384g,c_gla,e_cym:XP_003644824.1,2
XP_448164.1,CAGL0J10406g,c_gla,k_afr:XP_003958518.1,4
XP_448166.1,CAGL0J10450g,c_gla,e_gos:NP_982966.2,1
XP_448167.1,CAGL0J10472g,c_gla,XP_448167.1,1
XP_448168.1,CAGL0J10494g,c_gla,XP_448168.1,3
XP_448169.1,CAGL0J10516g,c_gla,XP_448169.1,2
XP_448174.1,CAGL0J10626g,c_gla,XP_448174.1,0
XP_448175.1,CAGL0J10670g,c_gla,XP_448175.1,1
XP_448176.1,CAGL0J10692g,c_gla,XP_448176.1,1
XP_448178.1,CAGL0J10736g,c_gla,XP_448178.1,4
XP_448179.1,CAGL0J10758g,c_gla,s_cer:NP_011941.1,0
XP_448180.1,CAGL0J10780g,c_gla,XP_448180.1,2
XP_448181.1,CAGL0J10802g,c_gla,c_tro:XP_002548351.1,3
XP_448182.1,CAGL0J10824g,c_gla,n_cas:XP_003677822.1,0
XP_448185.1,CAGL0J10890g,c_gla,e_gos:NP_982502.1,0
XP_448186.1,CAGL0J10912g,c_gla,n_dai:XP_003669328.1,3
XP_448187.1,CAGL0J10934g,c_gla,XP_448187.1,4
XP_448190.1,CAGL0J11000g,c_gla,XP_448190.1,1
XP_448193.1,CAGL0J11066g,c_gla,XP_448193.1,3
XP_448197.1,CAGL0J11154g,c_gla,XP_448197.1,0
XP_448199.1,CAGL0J11198g,c_gla,XP_448199.1,4
XP_448200.1,CAGL0J11220g,c_gla,k_nag:XP_022465043.1,2
XP_448202.1,CAGL0J11264g,c_gla,c_gla:XP_448202.1,3
